,sex,weight,height,BMI,left_leg_length,right_leg_length,crouch,stride,speed,push_timing,push_direction,actual_stride,actual_speed,maximal_detour_distance,push_force_normalized,maximal_detour_step,detour_first_step,push_start,push_mid,push_end,push_duration,push_force_not_normalized,push_force_norm_height,push_force_norm_leglength,First Rocker Time,Second Rocker Time,Third Rocker Time,First Rocker %,Second Rocker %,Third Rocker %,swing_foot_ang_heel,mocap_data_name
Subject05,2,57.5,158.6,22.85922376,80,80,1,1,1,1,1,791.6142,584.6657,222.6212,579.308,1,137.0388,18.123,36.246,54.3689,0.2333,33.31021,0.210026545,0.416377625,0.0181,0.4694,0.3264,2.2151,57.5726,40.2123,6.4481,set5_no8_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,1,1,1,1,1,911.5874,702.3852,262.6,673.643,2,58.0361,41.4716,56.1873,72.2408,0.1917,38.7344725,0.244227443,0.484180906,0.0131,0.3762,0.3333,1.8088,52.2812,45.91,7.127,set5_no8_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,2,1,1,1,1,802.9752,643.7558,166.4342,288.4016,2,38.7336,54.1935,69.6774,-98.6441,0.2083,16.583092,0.104559218,0.20728865,0.0139,0.3986,0.3917,1.7016,49.2017,49.0967,6.8725,set5_no10_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,2,1,1,1,1,753.7236,671.2854,151.2265,450.8588,1,52.5191,42.7586,57.931,74.4828,0.1917,25.924381,0.163457636,0.324054763,0.0119,0.3869,0.3333,1.6091,52.77,45.6209,5.5756,set5_no10_2.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,3,1,1,1,1,914.0482,504.951,251.6703,564.0594,1,105.9114,34.9776,48.4305,62.7803,0.2583,32.4334155,0.204498206,0.405417694,0.0217,0.6017,0.5683,1.8095,50.0893,48.1013,7.8105,set5_no12_1.TRC
Subject05,2,57.5,158.6,22.85922376,80,80,3,1,1,1,1,894.3454,511.1024,231.2264,584.5438,1,121.854,36.1858,50.8557,65.5257,0.25,33.6112685,0.21192477,0.420140856,0.0133,0.5167,0.5517,1.2358,47.3908,51.3734,6.5961,set5_no12_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,2,2,1337.5294,1214.7772,680.0993,312.1975,2,332.4836,-19.4245,4.5802,22.9008,0.1917,26.50556775,0.154281535,0.297815368,0.0229,0.3625,0.2458,3.4662,57.6684,38.8653,22.7489,set1_no1_1a.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,2,2,1351.7264,1288.7682,512.2021,258.0005,3,8.9563,-16.568,4.7337,19.214,0.2,21.90424245,0.127498501,0.246115084,0.0167,0.3792,0.1833,2.8814,65.6302,31.4884,24.2963,set1_no1_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,2,1,1,1,1145.9756,1043.3317,376.972,469.0017,2,199.0926,13.7931,33.7165,55.1724,0.225,39.81824433,0.231770922,0.447396004,0.0438,0.3688,0.2583,6.3821,55.2293,38.3886,17.1564,set1_no2_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,2,1,1,1,1214.5182,1029.8223,352.0359,451.9718,2,167.0711,32.9749,51.6129,71.6846,0.225,38.37240582,0.223355098,0.431150627,0.0319,0.4486,0.2167,4.4465,64.2514,31.3021,23.0822,set1_no2_2b.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,2,2,1,1,1071.9556,831.8425,314.201,443.8627,2,133.4014,35.5263,51.3158,68.4211,0.2083,37.68394323,0.219347749,0.423415092,0.0403,0.5542,0.2167,4.7973,68.31,26.8927,18.7079,set1_no3_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,2,2,1,1,1071.7268,895.2852,459.7655,414.402,3,128.8258,40.9556,58.7031,77.8157,0.225,35.1827298,0.204788881,0.395311571,0.0444,0.5514,0.2083,5.2285,68.3279,26.4436,19.0007,set1_no3_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,2,1,1,1335.8764,872.5928,689.9043,454.8505,2,239.4446,43.454,56.8245,70.195,0.2,38.61680745,0.224777692,0.433896713,0.0375,0.4938,0.3604,4.1125,55.3677,40.5199,21.5653,set1_no4_1a.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,2,1,1,1686.0002,910.5387,486.1589,552.044,1,218.4565,45.1128,64.6617,84.2105,0.2167,46.8685356,0.272808705,0.52661276,0.0417,0.5313,0.325,4.531,59.0114,36.4576,22.0961,set1_no4_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,1,2,1379.5272,1102.6508,415.5323,430.4106,2,150.4176,40.6557,59.0164,77.377,0.2333,36.54185994,0.2127,0.410582696,0.0333,0.4167,0.2917,4.4267,56.2056,39.3677,23.6394,set1_no5_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,1,2,1286.3912,1006.8327,577.5994,261.0774,2,142.1754,62.7451,79.7386,98.0392,0.225,22.16547126,0.129019041,0.249050239,0.0375,0.4917,0.2313,4.7745,64.5398,30.6856,22.1582,set1_no5_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,2,1,1359.1572,1107.8342,710.2849,437.9607,2,437.0883,-26.4095,7.9734,27.907,0.2417,37.18286343,0.216431103,0.417784982,0.0361,0.5083,0.2028,4.6849,68.2812,27.0338,23.5093,set1_no6_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,2,1,1333.2628,1065.0571,739.7282,599.6423,2,441.848,-12.5828,13.289,34.5515,0.2667,50.90963127,0.296330799,0.572018329,0.0306,0.4028,0.2972,3.9829,54.6153,41.4018,22.9312,set1_no6_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,1,1,1353.2338,1094.6014,1160.0137,490.5908,3,64.2506,43.5644,60.7261,79.2079,0.225,41.65115892,0.242439807,0.46799055,0.0333,0.475,0.2146,4.3476,65.673,29.9795,22.9706,set1_no7_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,0,1,1,1,1,1323.2112,1062.5541,583.813,576.5158,2,261.2589,29.0429,46.2046,64.6865,0.225,48.94619142,0.284902162,0.549957207,0.0333,0.4708,0.2333,4.3123,63.8188,31.8689,22.8506,set1_no7_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,1,1,1,1,1,1016.96,922.1615,365.6368,347.1319,3,69.5872,43.75,65.625,89.0625,0.2417,29.47149831,0.171545392,0.33114043,0.0181,0.4458,0.2014,2.6776,65.9462,31.3763,10.5379,set1_no8_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,1,1,1,1,1,1025.6872,940.795,368.7803,408.5467,3,46.1862,35.2,64,92.8,0.3,34.68561483,0.201895313,0.389726009,0.0236,0.4681,0.1542,3.5723,72.0857,24.342,10.4141,set1_no8_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,1,1,1,1,2,916.514,869.078,168.3388,424.5155,2,102.2083,20.0837,38.4937,56.9038,0.1833,36.04136595,0.209786763,0.404959168,0.0139,0.35,0.2347,2.3068,58.2943,39.399,10.7159,set1_no9_1a.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,1,1,1,1,2,940.4576,984.8369,304.0825,387.2209,2,129.4873,42.735,61.5385,82.0513,0.1917,32.87505441,0.191356545,0.369382634,0.0117,0.3767,0.1883,2.005,65.6274,32.3676,10.5697,set1_no9_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,2,1,1,1,1,838.3928,763.3326,598.5708,363.5178,4,52.6256,45,65,85,0.2,30.86266122,0.179642964,0.346771474,0.0067,0.3633,0.2167,1.1449,61.6746,37.1805,7.8375,set1_no11_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,2,1,1,1,1,917.5936,879.1648,413.7885,511.9168,3,91.6022,26.7782,51.8828,78.6611,0.2583,43.46173632,0.252978675,0.488334116,0.025,0.325,0.2611,3.9174,52.4415,43.641,9.3855,set1_no11_2.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,3,1,1,1,1,935.307,771.0789,456.311,435.5712,3,58.4739,51.4706,67.6471,83.8235,0.1833,36.97999488,0.215250261,0.41550556,0.0267,0.4033,0.275,3.7498,56.5921,39.6581,10.756,set1_no13_1.TRC
Subject09,1,84.9,171.8,28.76480083,89,88,3,1,1,1,1,927.1598,814.6413,545.6081,459.7035,3,99.9429,41.4815,59.2593,77.037,0.2,39.02882715,0.227175944,0.438526148,0.0217,0.3983,0.2767,3.0358,57.1262,39.838,9.2199,set1_no13_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,1,1,1358.9772,1082.05,737.1372,627.4099,2,406.6965,49.4024,68.5259,87.6494,0.2,38.64844984,0.214475304,0.390388382,0.0139,0.425,0.275,1.9174,59.5006,38.5821,17.8458,set2_no1_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,1,1,1324.177,1035.4144,736.7538,685.454,2,257.9798,39.4737,55.2632,71.0526,0.2,42.2239664,0.234317239,0.426504711,0.0292,0.4792,0.2417,3.8142,63.9516,32.2342,15.8202,set2_no1_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,2,1,1,1150.0822,474.9747,614.6099,826.4283,1,292.5289,37.1622,46.6216,56.7568,0.2417,50.90798328,0.282508231,0.514222053,0.0722,1.1611,0.575,3.9924,64.2334,31.7742,13.6629,set2_no2_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,2,1,1,1262.665,537.3057,789.5627,585.9929,2,281.0249,54.4276,65.6587,77.7538,0.225,36.09716264,0.200317218,0.364617804,0.0833,1.1444,0.4528,5.0071,68.3994,26.5935,14.8849,set2_no2_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,1,2,1390.0662,1094.5305,820.0349,596.3735,2,400.1995,19.3772,35.9862,52.5952,0.2,36.7366076,0.203865747,0.371076844,0.025,0.4333,0.275,3.4095,59.0985,37.4919,18.3217,set2_no3_1a.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,1,2,1417.8782,1072.6624,604.5758,456.7318,2,269.9846,34.3558,50.3067,66.2577,0.2167,28.13467888,0.156130293,0.284188676,0.0292,0.5146,0.2396,3.5491,65.7435,30.7074,18.3892,set2_no3_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,2,2,1398.47,1087.7342,876.7307,278.6469,2,435.6088,1.0526,4.5977,21.4559,0.175,17.16464904,0.095253324,0.173380293,0.0292,0.5042,0.2125,3.8668,67.7286,28.4045,20.6507,set2_no4_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,2,2,1325.841,1058.5661,826.4845,489.965,2,424.2616,12.3077,16.3569,35.6877,0.2083,30.181844,0.16749081,0.304867111,0.025,0.5042,0.2292,3.2971,66.4734,30.2295,18.5011,set2_no4_2a.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,2,1,1306.5114,1022.2303,651.5159,520.5168,2,407.7182,1.8727,3.7736,21.3836,0.225,32.06383488,0.177934711,0.32387712,0.0389,0.5528,0.225,4.6075,67.8741,27.5184,15.6625,set2_no5_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,1,1,2,1,1358.1684,1044.333,655.9576,489.5261,2,364.0027,12.1053,12.0301,33.0827,0.225,30.15480776,0.167340776,0.304594018,0.0292,0.4875,0.2708,3.7066,61.8869,34.4065,18.7726,set2_no5_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,2,1,1,1,1168.7104,783.9718,697.1813,557.3232,2,204.3313,41.4815,62.2222,82.963,0.2333,34.33110912,0.190516699,0.34677888,0.0611,0.6056,0.2861,6.4274,63.2958,30.2769,14.7678,set2_no6_1a.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,2,1,1,1,1165.1376,835.0279,591.452,501.1552,2,294.8549,37.1257,50.2994,64.6707,0.1917,30.87116032,0.171316095,0.311829902,0.0625,0.6104,0.2542,6.7545,65.7452,27.5003,14.0331,set2_no6_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,2,2,1,1,891.829,365.1358,616.1666,622.6379,2,266.9293,36.3036,46.8647,57.4257,0.2667,38.35449464,0.212844032,0.387419138,0.0375,1.4063,0.3771,2.1215,77.4035,20.475,8.5222,set2_no7_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,0,2,2,1,1,924.8776,393.8422,405.5642,624.5428,2,161.1277,42.9338,55.0984,67.9785,0.2917,38.47183648,0.213495208,0.388604409,0.0458,1.3347,0.5333,2.492,69.7439,27.7641,7.4074,set2_no7_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,1,1,1,1,1,1130.0408,627.7662,308.0551,491.1922,1,142.0648,52.2565,62.7078,73.1591,0.1833,30.25743952,0.167910319,0.305630702,0.0208,0.8417,0.2583,1.7689,75.548,22.6832,5.8987,set2_no8_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,1,1,1,1,1,1114.2346,645.8433,708.5547,373.9407,2,165.0683,64.6465,72.7273,81.8182,0.1417,23.03474712,0.127828785,0.232674213,0.0139,0.8306,0.2806,1.2679,73.4965,25.2356,4.9283,set2_no8_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,1,1,1,1,2,1056.512,585.1306,817.6556,552.0198,2,305.3595,41.3437,56.8475,72.3514,0.25,34.00441968,0.188703772,0.343478987,0.0167,0.8611,0.1972,1.552,80.1235,18.3245,5.6621,set2_no9_1a.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,1,1,1,1,2,1109.969,604.0654,760.0014,684.3664,2,340.3404,28.8372,46.5116,64.186,0.3167,42.15697024,0.233945451,0.425827982,0.025,0.8083,0.3217,2.1857,69.7333,28.081,6.5683,set2_no9_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,2,1,1,1,1,1084.2516,579.1448,606.2421,532.9316,3,188.902,35.7942,47.4273,59.0604,0.2167,32.82858656,0.182178616,0.331601884,0.0033,0.8133,0.2933,0.2759,73.4583,26.2659,3.4419,set2_no11_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,2,1,1,1,1,951.8658,489.3337,684.1797,424.8103,3,178.6261,54.6697,66.5148,78.3599,0.2167,26.16831448,0.145218171,0.264326409,0.0014,0.8181,0.3472,0.1134,70.3273,29.5593,3.3068,set2_no11_2.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,3,1,1,1,1,970.181,449.1906,647.8524,512.0872,3,207.1632,42.7723,53.0693,64.1584,0.225,31.54457152,0.175053116,0.318632036,0.02,1.035,0.3517,1.3625,73.503,25.1344,1.7805,set2_no13_1.TRC
Subject08,1,61.6,180.2,18.97016633,99,98,3,1,1,1,1,919.2648,485.3563,837.0512,493.5731,3,77.6307,52.6316,66.6667,-99.0632,0.2667,30.40410296,0.168724212,0.307112151,0.0217,0.9717,0.305,1.5166,74.9026,23.5808,1.867,set2_no13_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,1,2,1262.1926,1160.1899,232.2934,428.1385,1,192.0116,34.1085,52.7132,72.8682,0.2083,40.45908825,0.22910016,0.432717521,0.015,0.3983,0.195,2.4534,65.3784,32.1682,20.0139,set3_no1_1a.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,1,2,1299.7772,1230.1547,277.3784,530.5848,2,139.7466,44.0945,64.5669,86.6142,0.225,50.1402636,0.283919952,0.536259504,0.0375,0.3771,0.2188,5.6197,59.6524,34.7279,19.2827,set3_no1_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,1,1,1235.2204,1161.1608,172.8593,378.745,1,92.9933,30.4183,45.6274,60.8365,0.1667,35.7914025,0.202669323,0.382795749,0.0167,0.3639,0.2083,2.8303,61.7706,35.3991,19.0398,set3_no2_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,1,1,1259.6274,1137.76,149.5189,501.8413,1,91.7201,22.6415,40.7547,58.8679,0.2,47.42400285,0.268539087,0.507208587,0.0333,0.4063,0.2146,4.7245,62.1386,33.137,18.2355,set3_no2_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,2,2,1205.8474,1140.23,283.5856,493.3453,1,230.1223,-25.6917,1.5873,25.3968,0.25,46.62113085,0.263992813,0.49862172,0.025,0.3833,0.2125,3.9681,61.849,34.183,20.0627,set3_no3_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,2,2,1215.8712,1132.6078,350.8224,368.1533,1,271.6252,-16.2791,6.2257,26.4591,0.2167,34.79048685,0.197001624,0.372090768,0.0383,0.3817,0.2383,5.5549,57.6031,36.842,19.0491,set3_no3_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,2,2,1,1,816.3046,343.7858,200.5121,625.5806,1,93.4445,45.2174,60,75.6522,0.2917,59.1173667,0.334752926,0.632271302,0.0369,1.019,0.3667,2.2054,74.1334,23.6612,12.5153,set3_no4_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,2,2,1,1,811.9598,378.527,188.9256,344.4476,1,56.8996,52.7473,67.6923,-100,0.2833,32.5502982,0.184316524,0.348131532,0.0393,1.1952,0.1774,2.5718,84.5158,12.9124,10.2281,set3_no4_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,2,1,1095.138,898.8403,236.6538,541.8532,1,183.1104,-12.4579,11.0345,33.1034,0.2667,51.2051274,0.289949759,0.547648421,0.05,0.5396,0.2146,6.0393,66.98,26.9807,16.3074,set3_no5_1a.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,1,2,1,1123.938,879.6836,152.3292,618.7783,1,77.4567,14.9153,36.6102,58.3051,0.2667,58.47454935,0.331112963,0.62539625,0.0667,0.5222,0.2528,7.9004,61.8932,30.2064,15.786,set3_no5_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,2,1,1,1000.731,468.5065,256.0259,513.0023,1,94.7418,56.2637,66.8132,78.2418,0.2083,48.47871735,0.274511423,0.518488956,0.1417,1.1972,0.2125,8.8898,77.229,13.8813,14.7221,set3_no6_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,1,2,1,1,973.7718,453.5354,222.8984,429.5923,1,115.2457,56.5022,66.3677,77.13,0.1917,40.59647235,0.229878099,0.43418687,0.1083,1.0521,0.225,7.2815,75.901,16.8174,14.7935,set3_no6_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,2,1,1,1,908.8732,696.7698,186.7776,501.4254,1,93.5409,40.1384,58.1315,77.5087,0.225,47.3847003,0.268316536,0.506788239,0.0542,0.5854,0.1917,6.4704,70.343,23.1866,12.4037,set3_no7_1a.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,0,2,1,1,1,1042.8944,869.7033,122.2448,452.8586,1,52.7096,47.1429,65.7143,84.2857,0.2167,42.7951377,0.242328073,0.457702007,0.0767,0.565,0.1867,9.1802,68.0744,22.7454,15.285,set3_no7_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,1,1,1,1,1,949.5258,832.7552,168.0813,311.6608,1,108.3528,33.6,52.8,72,0.2,29.4519456,0.166772059,0.314994071,0.0306,0.4347,0.225,4.5264,62.3281,33.1455,9.2304,set3_no8_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,1,1,1,1,1,946.1804,832.8518,169.1409,501.3567,1,102.2036,24.1935,43.5484,64.5161,0.2083,47.37820815,0.268279774,0.506718804,0.0354,0.4,0.2271,5.3125,60.1927,34.4948,9.9822,set3_no8_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,1,1,1,1,2,856.4274,746.7433,312.9287,367.8279,2,115.509,68.3333,86.6667,106.6667,0.1917,34.75973655,0.1968275,0.371761888,0.0403,0.4611,0.2056,5.7481,64.9026,29.3493,10.0139,set3_no9_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,1,1,1,1,2,896.759,796.4798,245.3071,589.1182,2,149.4503,35.7447,57.8723,81.7021,0.225,55.6716699,0.315241619,0.595418929,0.0292,0.4028,0.2097,4.516,62.8052,32.6788,9.0853,set3_no9_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,2,1,1,1,1,985.9352,964.6228,140.9359,395.5787,1,66.3074,51.1013,66.9604,84.5815,0.1583,37.38218715,0.211677164,0.399809488,0.0375,0.3729,0.1833,6.326,62.6586,31.0153,11.2701,set3_no11_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,2,1,1,1,1,959.3156,950.6168,161.4926,528.1947,1,85.9447,27.8261,50.4348,73.0435,0.2167,49.91439915,0.282640992,0.533843841,0.03,0.3633,0.2033,5.0342,60.8813,34.0845,9.5411,set3_no11_2.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,3,1,1,1,1,903.6822,883.7612,112.3106,172.8622,1,47.4071,28.0374,48.5981,69.1589,0.1833,16.3354779,0.092499875,0.174710994,0.0183,0.3817,0.15,3.3344,69.4012,27.2644,8.9018,set3_no13_1.TRC
Subject07,1,94.5,176.6,30.30054291,93.5,94.2,3,1,1,1,1,857.6098,889.7247,93.9668,519.0991,1,29.242,23.3184,53.8117,-94.3662,0.2833,49.05486495,0.277773867,0.524650962,0.0183,0.325,0.23,3.2123,56.5427,40.245,8.0931,set3_no13_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,2,2,1,1,690.1028,349.6986,581.4316,308.957,3,52.2547,56.4417,69.5297,-97.4138,0.275,23.4189406,0.133517335,0.256505373,0.0798,1.2345,0.3179,4.7591,75.5912,19.6497,11.3125,set4_no1_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,2,2,1,1,698.9042,329.7349,483.2025,499.0092,1,243.6822,100.4184,119.2469,139.3305,0.2583,37.82489736,0.215649358,0.414292414,0.1167,1.3917,0.3083,6.422,76.6055,16.9725,13.1624,set4_no1_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,1,1,983.924,697.3266,600.6338,480.9463,3,210.634,47.4777,62.908,78.3383,0.2167,36.45572954,0.207843384,0.399296052,0.0783,0.665,0.295,7.5276,64.0153,28.457,13.9903,set4_no2_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,1,1,1028.3624,791.2044,584.1533,682.2984,3,206.2254,31.746,52.0635,72.381,0.2667,51.71821872,0.294858716,0.566464608,0.0667,0.6,0.3,6.8887,62.1429,30.9684,14.526,set4_no2_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,2,2,1080.642,839.8625,1074.1679,485.0096,3,39.6471,-33.3333,-14.4654,12.945,0.2583,36.76372768,0.20959936,0.402669526,0.0604,0.525,0.3188,6.6433,57.9944,35.3624,14.7834,set4_no3_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,2,2,1072.3664,825.6286,859.3385,463.6728,3,7.0897,-27.7419,-8.3871,14.2857,0.2583,35.14639824,0.200378553,0.384955074,0.05,0.5283,0.2967,5.5764,60.6042,33.8194,14.952,set4_no3_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,2,1,1,1,845.4598,619.1893,417.4629,469.1318,2,192.4323,44.164,61.8297,80.7571,0.2417,35.56019044,0.202737688,0.389487299,0.06,0.6217,0.2817,6.212,64.5632,29.2247,10.4349,set4_no4_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,2,1,1,1,828.1262,638.5926,515.5617,689.9624,2,237.7217,14.1479,34.7267,56.5916,0.275,52.29914992,0.298170752,0.572827491,0.056,0.6381,0.2381,5.9848,68.3896,25.6256,10.2967,set4_no4_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,2,1,1,927.2176,421.8014,643.4153,620.383,2,335.4214,49.2063,60.3175,72.2222,0.2417,47.0250314,0.268101661,0.515060585,0.1146,1.1,0.4313,6.825,66.6734,26.5016,15.6953,set4_no5_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,2,1,1,916.469,432.3061,818.8743,667.4312,2,296.3082,49.7992,61.0442,73.0924,0.2417,50.59128496,0.28843378,0.554121412,0.0917,1.075,0.4167,5.661,67.7612,26.5778,14.7194,set4_no5_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,1,2,1070.236,751.6408,765.0591,393.5216,2,212.4332,60.355,75.7396,91.1243,0.2167,29.82893728,0.170062356,0.326713442,0.0667,0.5875,0.3389,6.579,58.9987,34.4222,16.606,set4_no6_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,1,2,1083.0412,796.8434,551.546,507.4412,2,199.0416,49.0798,66.2577,84.6626,0.2417,38.46404296,0.219293289,0.421292913,0.06,0.565,0.3233,6.2795,59.6162,34.1043,16.4376,set4_no6_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,2,1,1075.2556,813.1619,877.3781,449.5836,3,50.6185,-34.7962,-9.7179,13.75,0.3333,34.07843688,0.194289834,0.373257797,0.0583,0.5583,0.3067,6.3232,60.4452,33.2316,14.7397,set4_no7_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,0,1,1,2,1,1083.436,811.0462,663.7936,519.6414,2,396.1387,-14.4654,6.3091,31.5457,0.325,39.38881812,0.224565668,0.431421885,0.0667,0.5167,0.3271,7.3164,56.7002,35.9834,15.66,set4_no7_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,1,1,1,1,1,1110.8764,741.4809,345.0529,466.6357,1,151.9221,41.8605,58.1395,75.5814,0.2417,35.37098606,0.201658986,0.387414962,0.0083,0.6646,0.2,0.9189,76.1101,22.971,8.1658,set4_no8_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,1,1,1,1,1,1104.5978,773.0459,602.9728,474.2402,3,88.5156,44.186,60.4651,76.7442,0.2333,35.94740716,0.204945309,0.393728446,0.0146,0.5479,0.3063,1.68,63.1021,35.2179,8.1475,set4_no8_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,1,1,1,1,2,1100.4664,810.2818,407.0056,512.0222,2,108.677,45.5172,66.2069,86.8966,0.25,38.81128276,0.221272992,0.425096197,0.0167,0.5222,0.2722,2.0562,64.2731,33.6707,10.6296,set4_no9_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,1,1,1,1,2,1120.1722,810.6818,518.6095,361.2861,2,145.1842,44.7205,60.8696,77.0186,0.2167,27.38548638,0.156131621,0.299950563,0.0125,0.5208,0.2813,1.529,63.8588,34.6122,8.0436,set4_no9_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,2,1,1,1,1,1116.3426,843.54,623.9726,434.6971,3,105.1302,46.3023,60.4502,75.8842,0.1917,32.95004018,0.187856557,0.360898578,0.0188,0.5229,0.2542,2.3588,65.4494,32.1918,9.9532,set4_no11_1.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,2,1,1,1,1,1067.1334,832.6355,703.8789,445.5087,3,102.9109,48.11,63.2302,79.7251,0.1917,33.76955946,0.192528845,0.369874693,0.0111,0.5333,0.2028,1.482,71.3233,27.1946,10.3719,set4_no11_2.TRC
Subject06,1,75.8,175.4,24.63825964,91.3,91,3,1,1,1,1,1073.585,875.1099,925.4501,323.9764,3,129.6108,44.4444,61.9529,80.8081,0.225,24.55741112,0.140008045,0.26897493,0.0167,0.5396,0.2021,2.155,70.7154,27.1296,10.8929,set4_no13_1.TRC
